,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),3533.06526542636,830.818562427288,4.25251122832919,0.000226241195989319,444.504130392353,30
df$血圧,-14.2164478382097,5.57863480205634,-2.54837399160263,0.0168239633305244,,
df$体重,30.7853364474922,5.09686735958974,6.04005053997918,1.90387535969679e-06,,
,Estimate,Std. Error,t value,Pr(>|t|),aic,N
(Intercept),3533.06526542636,830.818562427288,4.25251122832919,0.000226241195989319,444.504130392353,30
df$血圧,-14.2164478382097,5.57863480205634,-2.54837399160263,0.0168239633305244,,
df$体重,30.7853364474922,5.09686735958974,6.04005053997918,1.90387535969679e-06,,
